설치장소명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,세부위치,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
남하보건지소,경상남도,거창군,경상남도 거창군 남하면 무릉4길 19-27,,35.66262902,127.9450229,,경상남도 거창군,055-940-3505,2024-12-01,5470000,경상남도 거창군
신원보건지소,경상남도,거창군,경상남도 거창군 신원면 신차로 3079,,35.56887334,127.9253777,,경상남도 거창군,055-940-3505,2024-12-01,5470000,경상남도 거창군
가조보건지소,경상남도,거창군,경상남도 거창군 가조면 장군봉1길 26,,35.71136827,128.0147393,,경상남도 거창군,055-940-3505,2024-12-01,5470000,경상남도 거창군
가북보건지소,경상남도,거창군,경상남도 거창군 가북면 용암로 37,,35.76473843,127.99498,,경상남도 거창군,055-940-3505,2024-12-01,5470000,경상남도 거창군
세종약국,경상남도,거창군,경상남도 거창군 거창읍 수남로 2287,,35.68290096,127.9117634,,경상남도 거창군,055-940-3505,2024-12-01,5470000,경상남도 거창군
선보약국,경상남도,거창군,"경상남도 거창군 거창읍 거창대로 100, 선보프라자 101호",,35.69043468,127.9151905,,경상남도 거창군,055-940-3505,2024-12-01,5470000,경상남도 거창군
중앙약국,경상남도,거창군,경상남도 거창군 거창읍 상동2길 2,,35.68557666,127.9082467,,경상남도 거창군,055-940-3505,2024-12-01,5470000,경상남도 거창군
조은약국,경상남도,거창군,경상남도 거창군 거창읍 거창대로2길 5 (삼보의원),,35.68747775,127.9162376,,경상남도 거창군,055-940-3505,2024-12-01,5470000,경상남도 거창군
태평양약국,경상남도,거창군,경상남도 거창군 거창읍 거창대로 55 (성은주상복합빌딩),,35.68653886,127.9159864,,경상남도 거창군,055-940-3505,2024-12-01,5470000,경상남도 거창군
백두산약국,경상남도,거창군,경상남도 거창군 거창읍 거창대로 52,,35.68639967,127.9167601,,경상남도 거창군,055-940-3505,2024-12-01,5470000,경상남도 거창군
상동약국,경상남도,거창군,경상남도 거창군 거창읍 상동2길 1,,35.68553628,127.9080686,,경상남도 거창군,055-940-3505,2024-12-01,5470000,경상남도 거창군
건강한약국,경상남도,거창군,"경상남도 거창군 거창읍 거창대로 78, 1층",,35.68851204,127.9158794,,경상남도 거창군,055-940-3505,2024-12-01,5470000,경상남도 거창군
배약국,경상남도,거창군,경상남도 거창군 거창읍 중앙로 131-2,,35.68710775,127.912696,,경상남도 거창군,055-940-3505,2024-12-01,5470000,경상남도 거창군
메디팜하나로약국,경상남도,거창군,경상남도 거창군 거창읍 거창대로 97,,35.69019134,127.9147046,,경상남도 거창군,055-940-3505,2024-12-01,5470000,경상남도 거창군
수승대약국,경상남도,거창군,경상남도 거창군 거창읍 거창대로 71-1,,35.68797125,127.9154469,,경상남도 거창군,055-940-3505,2024-12-01,5470000,경상남도 거창군
대동약국,경상남도,거창군,경상남도 거창군 거창읍 중앙로 157,,35.68780354,127.9152801,,경상남도 거창군,055-940-3505,2024-12-01,5470000,경상남도 거창군
덕성약국,경상남도,거창군,경상남도 거창군 가조면 지산로 1487,,35.70952643,128.0156788,,경상남도 거창군,055-940-3505,2024-12-01,5470000,경상남도 거창군
성호당약국,경상남도,거창군,경상남도 거창군 거창읍 창동로 123,,35.68819903,127.9202653,,경상남도 거창군,055-940-3505,2024-12-01,5470000,경상남도 거창군
대성약국,경상남도,거창군,경상남도 거창군 거창읍 중앙로 96,,35.68554192,127.9091714,,경상남도 거창군,055-940-3505,2024-12-01,5470000,경상남도 거창군
진명약국,경상남도,거창군,경상남도 거창군 거창읍 중앙로 158-1,,35.6874212,127.9154498,,경상남도 거창군,055-940-3505,2024-12-01,5470000,경상남도 거창군
서부약국,경상남도,거창군,경상남도 거창군 거창읍 시장길 98,,35.6871181,127.9159016,,경상남도 거창군,055-940-3505,2024-12-01,5470000,경상남도 거창군
거창약국,경상남도,거창군,경상남도 거창군 거창읍 강남로 204,,35.68566226,127.9193141,,경상남도 거창군,055-940-3505,2024-12-01,5470000,경상남도 거창군
국민약국,경상남도,거창군,경상남도 거창군 거창읍 시장길 44,,35.68598934,127.9131197,,경상남도 거창군,055-940-3505,2024-12-01,5470000,경상남도 거창군
동산약국,경상남도,거창군,경상남도 거창군 거창읍 시장길 40-1,,35.68594923,127.9130015,,경상남도 거창군,055-940-3505,2024-12-01,5470000,경상남도 거창군
면목본동주민센터,서울특별시,중랑구,서울특별시 중랑구 면목로 397,서울특별시 중랑구 면목동 115-18,37.58735132,127.0875562,면목본동주민센터,서울특별시 중랑구청,02-2094-1957,2024-11-25,3060000,서울특별시 중랑구
면목2동주민센터,서울특별시,중랑구,서울특별시 중랑구 동일로101길 20-15,서울특별시 중랑구 면목동 180-8,37.58977212,127.0790343,면목2동주민센터,서울특별시 중랑구청,02-2094-1957,2024-11-25,3060000,서울특별시 중랑구
면목3.8동주민센터,서울특별시,중랑구,서울특별시 중랑구 사가정로51길 48,서울특별시 중랑구 면목동 498-6,37.58295821,127.088074,면목3.8동주민센터,서울특별시 중랑구청,02-2094-1957,2024-11-25,3060000,서울특별시 중랑구
면목4동주민센터,서울특별시,중랑구,서울특별시 중랑구 면목로 246,서울특별시 중랑구 면목동 378-9,37.57470357,127.0856046,면목4동주민센터,서울특별시 중랑구청,02-2094-1957,2024-11-25,3060000,서울특별시 중랑구
면목5동주민센터,서울특별시,중랑구,서울특별시 중랑구 동일로 619,서울특별시 중랑구 면목동 175-18,37.58574792,127.0794801,면목5동주민센터,서울특별시 중랑구청,02-2094-1957,2024-11-25,3060000,서울특별시 중랑구
면목7동주민센터,서울특별시,중랑구,서울특별시 중랑구 면목로 298,서울특별시 중랑구 면목동 626-11,37.57901209,127.0869672,면목7동주민센터,서울특별시 중랑구청,02-2094-1957,2024-11-25,3060000,서울특별시 중랑구
상봉1동주민센터,서울특별시,중랑구,서울특별시 중랑구 상봉중앙로1길 6,서울특별시 중랑구 상봉동 204-1,37.5998368,127.0871662,상봉1동주민센터,서울특별시 중랑구청,02-2094-1957,2024-11-25,3060000,서울특별시 중랑구
상봉2동주민센터,서울특별시,중랑구,서울특별시 중랑구 동일로114길 10,서울특별시 중랑구 상봉동 126,37.59289489,127.0808529,상봉2동주민센터,서울특별시 중랑구청,02-2094-1957,2024-11-25,3060000,서울특별시 중랑구
중화1동주민센터,서울특별시,중랑구,서울특별시 중랑구 동일로134길 17,서울특별시 중랑구 중화동 287-3,37.60117399,127.0806607,중화1동주민센터,서울특별시 중랑구청,02-2094-1957,2024-11-25,3060000,서울특별시 중랑구
중화2동주민센터,서울특별시,중랑구,서울특별시 중랑구 동일로129길 1,서울특별시 중랑구 중화동 301-1,37.59938119,127.0795389,중화2동주민센터,서울특별시 중랑구청,02-2094-1957,2024-11-25,3060000,서울특별시 중랑구
묵1동주민센터,서울특별시,중랑구,서울특별시 중랑구 공릉로2가길 5,서울특별시 중랑구 묵동 174-3,37.61241106,127.0784838,묵1동주민센터,서울특별시 중랑구청,02-2094-1957,2024-11-25,3060000,서울특별시 중랑구
묵2동주민센터,서울특별시,중랑구,서울특별시 중랑구 중랑역로 181,서울특별시 중랑구 묵동 243-1,37.6096041202,127.0760103166,묵2동주민센터,서울특별시 중랑구청,02-2094-1957,2024-11-25,3060000,서울특별시 중랑구
몽탄보건지소,전라남도,무안군,전라남도 무안군 몽탄면 몽탄로 865,전라남도 무안군 몽탄면 사천리 1037,34.93022944,126.5028011,,무안군보건소,061-450-5038,2025-02-05,4950000,전라남도 무안군
정다운온누리약국,인천광역시,서구,"인천광역시 서구 가정로 398, 105호 (가정동, 서해프라자)",,37.5203932798,126.6733177034,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
정든약국,인천광역시,서구,인천광역시 서구 가정로 124 (가좌동),,37.4957189105,126.6718206838,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
정성약국,인천광역시,서구,"인천광역시 서구 가정로 201-1, 1층 (석남동, 두일빌딩)",,37.502903,126.6718016816,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
정온누리약국,인천광역시,서구,"인천광역시 서구 건지로 264, 112, 113호 (가좌동)",,37.4988948864,126.6715078947,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
제일약국,인천광역시,서구,"인천광역시 서구 심곡로 133, 대동상가동 1층 111호 (심곡동)",,37.5448557238,126.6816328001,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
조은나라약국,인천광역시,서구,"인천광역시 서구 검단로 842, 206호 (불로동, 월드불로마트)",,37.6186272,126.6908983,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
조은약국,인천광역시,서구,인천광역시 서구 거북로 98 (석남동),,37.502964415,126.6726338948,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
중앙약국,인천광역시,서구,인천광역시 서구 길주로75번길 36 (석남동),,37.50974856,126.6707098,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
즐거운약국,인천광역시,서구,"인천광역시 서구 원당대로 581 (마전동, 롯데마트)",,37.5945319695,126.6645754132,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
착한약국,인천광역시,서구,"인천광역시 서구 완정로 180, 1층 (마전동, 동화빌딩)",,37.60282789,126.6564912,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
참사랑약국,인천광역시,서구,"인천광역시 서구 검단로 836, 212,213호 (불로동, 월드아파트 중앙상가)",,37.6184253,126.6930745,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
참조은약국,인천광역시,서구,"인천광역시 서구 마전로5번길 22-1, 101호 (마전동)",,37.6135782119,126.6603870669,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
천사약국,인천광역시,서구,인천광역시 서구 가정로 363 (신현동),,37.5173996525,126.6726788702,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
청우약국,인천광역시,서구,인천광역시 서구 가정로 202 (석남동),,37.5027630465,126.672278417,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
크린팜대학약국,인천광역시,서구,"인천광역시 서구 심곡로100번길 17-5, 1층 (심곡동)",,37.5422916768,126.6826730564,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
토마토약국,인천광역시,서구,"인천광역시 서구 심곡로100번길 17-3, 1~3층 (심곡동)",,37.542124858,126.6826900574,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
편안한약국,인천광역시,서구,인천광역시 서구 원적로27번길 11 (가좌동),,37.4894397309,126.6788712476,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
푸른건강약국,인천광역시,서구,인천광역시 서구 가정로 370 (가정동),,37.5177981356,126.6731889795,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
푸른솔약국,인천광역시,서구,"인천광역시 서구 고산후로95번길 32, 명진프라자 1층 102호 (당하동)",,37.59275462,126.6956022,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
푸른약국,인천광역시,서구,인천광역시 서구 심곡로194번길 1 (공촌동),,37.5502830212,126.6822915364,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
프라자약국,인천광역시,서구,"인천광역시 서구 원당대로 660, 1층 101-1호 (당하동)",,37.59328881,126.6742976,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
플러스약국,인천광역시,서구,"인천광역시 서구 칠천왕로33번길 18, 1층 (석남동)",,37.50947656,126.6698089,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
하나약국,인천광역시,서구,"인천광역시 서구 단봉로 107, 성우프라자 102호 (왕길동)",,37.59739135,126.6396934,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
하늘약국,인천광역시,서구,"인천광역시 서구 가정로 372, 1층 일부호 (가정동)",,37.5181406824,126.6732167827,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
한결약국,인천광역시,서구,인천광역시 서구 고래울로 4 (가좌동),,37.48874185,126.6835247,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
