시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,취급품목,사용가능상품권,홈페이지주소,공중화장실보유여부,주차장보유여부,개설연도,전화번호,데이터기준일자,제공기관코드,제공기관명
신평전통시장,상설장,경상북도 구미시 칠성로6길 48,경상북도 구미시 신평동 150-4,매일,36.123159,128.361146,79,농산물+가공식품+기타소매업,,,Y,Y,2015,054-463-0053,2022-07-06,B553077,소상공인시장진흥공단
영암5일시장,5일장,전라남도 영암군 영암읍 오일시장길 28,전라남도 영암군 영암읍 동무리 17-3,10일+5일,34.801239,126.700566,125,농산물+축산물+수산물+의류/신발+음식점업,,,Y,Y,2006,,2022-07-06,B553077,소상공인시장진흥공단
노화읍5일시장,상설장+5일장,전라남도 완도군 노화읍 이목길 62,전라남도 완도군 노화읍 이포리 678-17,2일+7일,34.17756009,126.573213,20,수산물+기타소매업,,,Y,Y,2020,061-555-5355,2022-07-06,B553077,소상공인시장진흥공단
완도전통시장(구 완도5일시장),상설장+5일장,전라남도 완도군 완도읍 개포로 34-1,전라남도 완도군 완도읍 군내리 1249-2,5일+10일,34.316104,126.748246,24,농산물+축산물+수산물+가공식품+기타소매업,,http://www.wdsijang.co.kr,Y,Y,1981,061-553-7300,2022-07-06,B553077,소상공인시장진흥공단
완도중앙시장,상설장+5일장,전라남도 완도군 완도읍 장보고대로 282-1,전라남도 완도군 완도읍 군내리 1424,2일+7일,34.31446984,126.755237,15,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,1990,,2022-07-06,B553077,소상공인시장진흥공단
사거리시장,5일장,전라남도 장성군 북이면 사남북길 22,전라남도 장성군 북이면 사거리 709,1일+6일,35.427679,126.807263,51,농산물+의류/신발+기타소매업,,,Y,Y,1964,061-392-9292,2022-07-06,B553077,소상공인시장진흥공단
사창시장,5일장,전라남도 장성군 삼계면 사창로 81-2,전라남도 장성군 삼계면 사창리 482-44,2일+7일,35.260399,126.663071,21,농산물+수산물+의류/신발,,,Y,Y,1998,,2022-07-06,B553077,소상공인시장진흥공단
황룡시장,5일장,전라남도 장성군 황룡면 삼월길 5,전라남도 장성군 황룡면 월평리 151-1,4일+9일,35.291685,126.7738898,81,농산물+수산물+의류/신발+음식점업+기타소매업,,,Y,Y,1964,,2022-07-06,B553077,소상공인시장진흥공단
대덕읍전통시장(대덕시장),상설장+5일장,전라남도 장흥군 대덕읍 거정2길 10,전라남도 장흥군 대덕읍 신월리 111,5일+10일,34.499438,126.887127,24,농산물+수산물+의류/신발+음식점업+기타소매업,,,Y,Y,2016,,2022-07-06,B553077,소상공인시장진흥공단
정남진장흥토요시장,상설장+5일장,전라남도 장흥군 장흥읍 토요시장1길 53,전라남도 장흥군 장흥읍 예양리 158-2,2일+7일,34.677272,126.9031396,140,농산물+축산물+수산물+의류/신발+기타소매업,,,Y,Y,2005,061-864-7002,2022-07-06,B553077,소상공인시장진흥공단
천관산관광시장,상설장,전라남도 장흥군 관산읍 칠관로 1559-4,전라남도 장흥군 관산읍 옥당리 949-10,매일,34.56276999,126.937079,33,농산물+수산물+가공식품+음식점업+기타소매업,,,Y,Y,2010,,2022-07-06,B553077,소상공인시장진흥공단
회진시장,5일장,전라남도 장흥군 회진면 회진중앙길 9-13,전라남도 장흥군 회진면 회진리 2138-12,1일+6일,34.482035,126.940318,40,농산물+수산물+의류/신발+음식점업,,,Y,Y,1982,,2022-07-06,B553077,소상공인시장진흥공단
임회면십일시장,5일장,전라남도 진도군 임회면 십일시장길 21,전라남도 진도군 임회면 석교리 245-63,4일+10일,34.410989,126.192139,12,농산물+수산물+의류/신발,,,Y,Y,1964,,2022-07-06,B553077,소상공인시장진흥공단
진도상설시장,상설장,전라남도 진도군 진도읍 남동1길 57-8,전라남도 진도군 진도읍 남동리 492-2,매일,34.481354,126.264905,17,농산물+축산물+수산물+가공식품,,,Y,Y,1985,,2022-07-06,B553077,소상공인시장진흥공단
진도읍조금시장,5일장,전라남도 진도군 진도읍 조금시장길 25,전라남도 진도군 진도읍 남동리 732-8,2일+7일,34.481479,126.256933,34,농산물+수산물+의류/신발+가정용품,,,Y,Y,1964,,2022-07-06,B553077,소상공인시장진흥공단
나산시장,5일장,전라남도 함평군 나산면 나산길 15-10,전라남도 함평군 나산면 삼축리 344-3,4일+9일,35.111836,126.609847,15,농산물+가공식품+의류/신발+가정용품+기타소매업,,,Y,Y,2006,,2022-07-06,B553077,소상공인시장진흥공단
월야시장,5일장,전라남도 함평군 월야면 밀재로 1504-5,전라남도 함평군 월야면 월야리 713-69,5일+10일,35.17926967,126.626779,21,농산물+수산물+가공식품+가정용품+음식점업,,,Y,Y,2006,,2022-07-06,B553077,소상공인시장진흥공단
해보시장,상설장+5일장,전라남도 함평군 해보면 밀재로 1274-12,전라남도 함평군 해보면 금덕리 414-9,3일+8일,35.181053,126.602552,46,농산물+수산물+가공식품+의류/신발+기타소매업,,,Y,Y,2006,,2022-07-06,B553077,소상공인시장진흥공단
남리5일시장,5일장,전라남도 해남군 황산면 시등로 111-11,전라남도 해남군 황산면 남리리 7,3일+8일,34.575324,126.432484,29,농산물+수산물+의류/신발+가정용품+음식점업,,,Y,Y,2006,,2022-07-06,B553077,소상공인시장진흥공단
북평면남창5일시장,5일장,전라남도 해남군 북평면 달량진길 48-11,전라남도 해남군 북평면 남창리 1279-1,2일+7일,34.404536,126.626715,17,농산물+수산물,,,Y,Y,2006,,2022-07-06,B553077,소상공인시장진흥공단
송지산정5일시장,5일장,전라남도 해남군 송지면 산정1길 96,전라남도 해남군 송지면 산정리 772-3,2일+7일,34.369647,126.519182,51,농산물+수산물+가공식품+의류/신발,,,Y,Y,1967,,2022-07-06,B553077,소상공인시장진흥공단
우수영5일시장,5일장,전라남도 목포시 고하대로 706,전라남도 목포시 산정동 1750,4일+9일,34.809379,126.374239,38,농산물+수산물+의류/신발+가정용품+음식점업,,,Y,Y,2004,,2022-07-06,B553077,소상공인시장진흥공단
좌일5일시장,5일장,전라남도 해남군 북일면 만월길 26-1,전라남도 해남군 북일면 흥촌리 161,3일+8일,34.463855,126.672569,13,농산물+수산물+의류/신발,,,Y,Y,2012,,2022-07-06,B553077,소상공인시장진흥공단
해남읍5일시장,5일장,전라남도 해남군 해남읍 중앙2로 76,전라남도 해남군 해남읍 고도리 102-4,1일+6일,34.568785,126.597157,178,농산물+수산물+가공식품+의류/신발+음식점업,,,Y,Y,2008,,2022-07-06,B553077,소상공인시장진흥공단
화원5일시장,5일장,전라남도 해남군 화원면 금평길 14,전라남도 해남군 화원면 금평리 239,5일+10일,34.669496,126.328231,50,농산물+수산물+의류/신발+음식점업,,,Y,Y,2019,,2022-07-06,B553077,소상공인시장진흥공단
능주전통시장,5일장,전라남도 화순군 능주면 학포로 1955,전라남도 화순군 능주면 관영리 94-9,5일+10일,34.990914,126.959371,48,농산물+수산물+의류/신발+가정용품+근린생활서비스업,,,Y,Y,1964,,2022-07-06,B553077,소상공인시장진흥공단
이양전통시장,5일장,전라남도 화순군 이양면 이양로 29-7,전라남도 화순군 이양면 이양리 309-3,4일+9일,34.882485,126.987301,30,농산물+수산물+의류/신발+음식점업,,,Y,Y,1964,,2022-07-06,B553077,소상공인시장진흥공단
화순전통시장(화순읍전통시장),5일장,전라남도 화순군 화순읍 시장길 42,전라남도 화순군 화순읍 삼천리 626-4,3일+8일,35.059097,126.983399,80,농산물+수산물+가공식품+음식점업+기타소매업,,,Y,Y,1964,061-375-0335,2022-07-06,B553077,소상공인시장진흥공단
복내5일시장,5일장,전라남도 보성군 복내면 송재로 1838-12,전라남도 보성군 복내면 복내리 152-14,4일+9일,34.89370035,127.133141,25,농산물+축산물+수산물+의류/신발+가정용품,,,Y,Y,1989,,2022-07-06,B553077,소상공인시장진흥공단
조성5일시장,5일장,전라남도 보성군 조성면 조성로 90-6,전라남도 보성군 조성면 조성리 513-1,3일+8일,34.806479,127.245277,25,농산물+수산물+의류/신발+가정용품+음식점업,,,Y,Y,1964,,2022-07-06,B553077,소상공인시장진흥공단
괴목시장,5일장,전라남도 순천시 황전면 괴목길 17,전라남도 순천시 황전면 괴목리 45-42,4일+9일,35.102555,127.428225,57,농산물+수산물+가공식품,,,Y,Y,1966,,2022-07-06,B553077,소상공인시장진흥공단
부산광역시철강판매협동조합,상설장,부산광역시 사상구 강변대로532번길 17-26,부산광역시 사상구 엄궁동 643-4,매일,35.133204,128.966603,50,음식점업+근린생활서비스업,,,N,N,1997,,2022-07-06,B553077,소상공인시장진흥공단
순천시아랫장(순천아랫장),상설장+5일장,전라남도 순천시 장평로 60,전라남도 순천시 풍덕동 1264,2일+7일,34.945147,127.4960900485,206,농산물+수산물+가공식품+가정용품+기타소매업,,,Y,Y,2008,061-741-3334,2022-07-06,B553077,소상공인시장진흥공단
승주시장,5일장,전라남도 순천시 승주읍 서정2길 28,전라남도 순천시 승주읍 서평리 산 43-2,1일+6일,35.015675,127.3894901,21,농산물+수산물+음식점업,,,Y,N,1964,,2022-07-06,B553077,소상공인시장진흥공단
역전시장,상설장,전라남도 순천시 역전장길 9,전라남도 순천시 덕암동 227-1,매일,34.943748,127.503331,202,농산물+축산물+수산물,,,Y,Y,2009,061-744-0272,2022-07-06,B553077,소상공인시장진흥공단
웃장,상설장+5일장,전라남도 순천시 북문길 40,전라남도 순천시 동외동 168-1,5일+10일,34.958646,127.485034,158,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,2008,061-749-3498,2022-07-06,B553077,소상공인시장진흥공단
중앙시장,상설장,전라남도 순천시 중앙시장길 18,전라남도 순천시 남내동 120-3,매일,34.953262,127.484603,32,농산물+축산물+수산물+가공식품,,,Y,Y,2008,,2022-07-06,B553077,소상공인시장진흥공단
지도시장,5일장,전라남도 신안군 지도읍 읍내길 16-20,전라남도 신안군 지도읍 읍내리 497-6,3일+8일,35.058816,126.206982,60,농산물+수산물+가공식품+의류/신발+기타소매업,,,Y,Y,2015,,2022-07-06,B553077,소상공인시장진흥공단
(주)서시장,상설장,전라남도 여수시 좌수영로 16-6,전라남도 여수시 서교동 280,매일,34.741792,127.728616,209,수산물+가공식품+의류/신발+가정용품+기타소매업,,,Y,Y,1982,,2022-07-06,B553077,소상공인시장진흥공단
교동시장,상설장,전라남도 여수시 교동시장1길 15-10,전라남도 여수시 교동 606-1,매일,34.739128,127.730129,78,농산물+축산물+수산물+가공식품,,,Y,N,2005,061-666-3778,2022-07-06,B553077,소상공인시장진흥공단
덕양시장,상설장,전라남도 여수시 소라면 하세동길 12-2,전라남도 여수시 소라면 덕양리 1270-1,매일,34.797962,127.632011,17,기타소매업,,,Y,Y,1932,,2022-07-06,B553077,소상공인시장진흥공단
도깨비시장,상설장,전라남도 여수시 학동서5길 18,전라남도 여수시 학동 58-7,매일,34.763319,127.656539,77,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,2010,,2022-07-06,B553077,소상공인시장진흥공단
봉산시장,상설장,전라남도 여수시 봉산1로 12,전라남도 여수시 봉산동 274-4,매일,34.732156,127.722412,57,기타소매업+근린생활서비스,,,Y,Y,1985,061-642-7880,2022-07-06,B553077,소상공인시장진흥공단
쌍봉시장,상설장,전라남도 여수시 학동2길 7,전라남도 여수시 학동 35-3,매일,34.764148,127.664975,29,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,1989,,2022-07-06,B553077,소상공인시장진흥공단
여수서시장주변시장,상설장+5일장,전라남도 여수시 서교2길 2-7,전라남도 여수시 서교동 534-20,4일+9일,34.740948,127.7285604,250,농산물+축산물+수산물+가공식품+의류/신발,,,Y,Y,2005,061-641-0159,2022-07-06,B553077,소상공인시장진흥공단
여수수산물특화시장,상설장,전라남도 여수시 남산로 60-31,전라남도 여수시 남산동 4,매일,34.736833,127.732889,257,수산물,,,Y,Y,2010,,2022-07-06,B553077,소상공인시장진흥공단
제일시장,상설장,전라남도 여수시 학동2길 7-4,전라남도 여수시 학동 35-2,매일,34.764197,127.664652,63,농산물+축산물+수산물+가공식품+의류/신발,,,Y,Y,1986,,2022-07-06,B553077,소상공인시장진흥공단
중앙선어시장,상설장,전라남도 여수시 선어시장길 13,전라남도 여수시 중앙동 366,매일,34.739451,127.736875,40,수산물,,,Y,Y,2008,,2022-07-06,B553077,소상공인시장진흥공단
중앙시장,상설장,전라남도 여수시 중앙로 43,전라남도 여수시 교동 400-99,매일,34.740596,127.732565,131,의류/신발+음식점업,,,Y,Y,1975,061-662-4313,2022-07-06,B553077,소상공인시장진흥공단
진남시장,상설장,전라남도 여수시 학동1길 10,전라남도 여수시 학동 35-1,매일,34.764256,127.664123,80,농산물+수산물+가공식품+기타소매업,,,Y,Y,1984,061-682-3131,2022-07-06,B553077,소상공인시장진흥공단
해안로건어물상가시장,상설장,전라남도 여수시 교동남2길 14,전라남도 여수시 교동 481-1,매일,34.739532,127.734527,40,수산물,,,Y,Y,2011,,2022-07-06,B553077,소상공인시장진흥공단
(주)여수수산시장,상설장,전라남도 여수시 여객선터미널길 24,전라남도 여수시 교동 680,매일,34.738142,127.731764,115,수산물+가공식품,,,Y,N,1969,061-662-7268,2022-07-06,B553077,소상공인시장진흥공단
영광고추특화시장,5일장,전라남도 영광군 영광읍 신남로 100-25,전라남도 영광군 영광읍 신하리 324-3,1일+6일,35.274728,126.493546,40,농산물+축산물+가공식품+가정용품+음식점업,,,Y,Y,2005,,2022-07-06,B553077,소상공인시장진흥공단
굴비골영광시장(구 영광매일시장),상설장,전라남도 영광군 영광읍 중앙로3길 5-22,전라남도 영광군 영광읍 도동리 186,매일,35.275128,126.512323,65,농산물+축산물+수산물+가공식품+의류/신발,,,Y,Y,2007,,2022-07-06,B553077,소상공인시장진흥공단
영광터미널시장,상설장+5일장,전라남도 영광군 영광읍 신남로3길 5-3,전라남도 영광군 영광읍 남천리 321-13,1일+6일,35.275536,126.5030195,85,농산물+축산물+수산물+가공식품+가정용품,,,Y,Y,2007,,2022-07-06,B553077,소상공인시장진흥공단
구림5일시장,5일장,전라남도 영암군 군서면 도갑사로 31-13,전라남도 영암군 군서면 동구림리 34-7,2일+7일,34.762377,126.635342,14,농산물+수산물+음식점업,,,Y,Y,2006,,2022-07-06,B553077,소상공인시장진흥공단
시종5일시장,5일장,전라남도 영암군 시종면 내동중앙로 26,전라남도 영암군 시종면 만수리 937-9,2일+7일,34.867402,126.608099,46,농산물+축산물+수산물+가공식품+의류/신발,,,Y,Y,2006,,2022-07-06,B553077,소상공인시장진흥공단
