연번,가맹점명,업종명,전화번호,읍면동,소재지 도로명주소,위도,경도
193,Ciel헤어,미용/뷰티/위생,044-862-7271,조치원읍,[30023] 세종특별자치시 조치원읍 새내로 121-1 Ciel헤어,36.60282095,127.297677
194,COERS 코어즈,카페/베이커리,044-553-6546,소정면,[30001] 세종특별자치시 소정면 소정구길 188 카페 코어즈,36.7207536,127.157449
195,CU 세종봉암주유소점,슈퍼/마트,,연서면,"[00000] 세종특별자치시 연서면 세종로  1899, 1층 (봉암리)",,
196,CU 세종행복점,슈퍼/마트,,나성동,[30128] 세종특별자치시 한누리대로 292 117호,36.49035599,127.2570379
197,CU 도램마을1단지점,슈퍼/마트,044-862-4839,도담동,[30100] 세종특별자치시 다솜1로 140 제상가2동 102호,36.51100711,127.2562604
198,CU메가시티점,슈퍼/마트,044-865-6661,종촌동,[30064] 세종특별자치시 도움1로 106 메가시티 126호,36.50281819,127.2481227
199,CU부강대로점,슈퍼/마트,044-275-2533,부강면,[30076] 세종특별자치시 부강면 청연로 161 CU부강대로점,36.53294544,127.3577519
200,Cu새뜸10단지점,슈퍼/마트,044-865-7840,새롬동,[30127] 세종특별자치시 새롬중앙로 90 상가동109호,36.48857054,127.251095
201,Cu세종가락마을8단지점,슈퍼/마트,,고운동,[30101] 세종특별자치시 만남로 92 상가동101호,36.50565471,127.240627
202,cu 세종가락초교점,슈퍼/마트,044-867-3903,고운동,"[30062] 세종특별자치시 마음안1로 7 1420동 101,102호",36.51445804,127.231922
203,CU세종마스터힐스1차점,슈퍼/마트,,해밀동,[30092] 세종특별자치시 해밀3로 32 상가 1층,36.52928854,127.2672414
204,cu세종서창고대원룸점,슈퍼/마트,,조치원읍,[30019] 세종특별자치시 조치원읍 모과나무길 34 cu편의점,36.60822403,127.2848291
205,Cu 세종 수루배마을4단지점,슈퍼/마트,,반곡동,[00000] 세종특별자치시 반곡동  59-7번지 418동 6호,,
206,CU세종에비뉴힐점,슈퍼/마트,044-865-0649,어진동,[30121] 세종특별자치시 갈매로 351 비동1146호,36.49496607,127.2621842
207,Cu세종연서빌리지점,슈퍼/마트,044-865-8667,조치원읍,[30047] 세종특별자치시 연서면 당산로 377-1 1층,36.56504195,127.2839641
208,CU세종하늘채점,슈퍼/마트,,해밀동,"[30092] 세종특별자치시 해밀3로 27 1층 B-13호,B-14호(해밀동, 세종하늘채펜트라움 I)",36.52725457,127.2632965
209,CU신안점,슈퍼/마트,044-867-9345,조치원읍,[00000] 세종특별자치시 조치원읍 섭골길 38 (신안리),,
210,CU조치원세영,슈퍼/마트,041-865-4022,조치원읍,[00000] 세종특별자치시 조치원읍 조치원7길 17 (원리),,
211,CU조치원침산점,슈퍼/마트,044-868-2669,조치원읍,[30021] 세종특별자치시 조치원읍 행복10길 13 1층,36.60452135,127.2910891
212,CU 조치원 홍대점,슈퍼/마트,044-868-3553,조치원읍,[30016] 세종특별자치시 조치원읍 돌간2길 11 CU편의점,36.61897488,127.2892689
213,CU펜타힐스점,슈퍼/마트,,소담동,[30150] 세종특별자치시 소담1로 12 1동 113호,36.48501826,127.3014739
214,CU편의점,슈퍼/마트,044-566-6767,소정면,[30001] 세종특별자치시 소정면 소정샘골길 46 소정리,36.71910986,127.1569408
215,DAVE HAIR,미용/뷰티/위생,044-862-6234,도담동,[30098] 세종특별자치시 보듬4로 9 카림애비뉴1동 2층45호,36.51311651,127.2607061
216,Dstudy(디스터디),학원/교육,,새롬동,[30126] 세종특별자치시 새롬북로 13 409동 701호,36.48779861,127.2458568
217,EDP세종시청점,일반음식점,044-862-4521,조치원읍,[00000] 세종특별자치시 조치원읍 새내4길 68 (남리),,
218,EiE 국제 어학원 새롬학원,학원/교육,044-414-9770,새롬동,[30126] 세종특별자치시 새롬중앙로 47 세움빌딩 5층 EiE 어학원,36.48500876,127.2507832
219,EJ브리튼어학원,학원/교육,050-7137-0892,다정동,"[30124] 세종특별자치시 다정중앙로 53 6층 601,602호",36.49529564,127.2485413
220,ELE어학원,학원/교육,044-864-2650,도담동,[30097] 세종특별자치시 보듬4로 86 1층,36.51464291,127.2685739
221,EMI학원,학원/교육,044-863-8864,조치원읍,[30031] 세종특별자치시 조치원읍 대첩로 75 504호,36.59472444,127.2879263
222,ESTL,학원/교육,,종촌동,[30064] 세종특별자치시 도움1로 106 604호 ESTL,36.50281819,127.2481227
223,e편한마트,슈퍼/마트,044-866-1619,조치원읍,[30016] 세종특별자치시 조치원읍 섭골길 59 단지내상가 2동 b101호 이편한마트,36.61518277,127.286576
224,e해법수학,학원/교육,044-865-9640,새롬동,[30126] 세종특별자치시 새롬북로 13 411동 503호,36.48810909,127.2450726
225,e해법수학 가락18단지 수학교습소,학원/교육,,고운동,[30062] 세종특별자치시 마음안1로 137 6동 203호,36.52029821,127.2361855
226,e해법수학과 셀파수학교실,학원/교육,,다정동,[30123] 세종특별자치시 다정남로 123 1213동 204호,36.49350668,127.2535701
227,e해법수학교습소,학원/교육,,아름동,"[30100] 세종특별자치시 달빛1로 201 202호(아름동, 에듀하이단지상가)",36.51864358,127.2438387
228,e해법수학교실,학원/교육,,고운동,[30063] 세종특별자치시 마음로 14 가락마을611동505호,36.50316527,127.2374698
229,e해법수학 셀파수학 교실,학원/교육,,조치원읍,[30039] 세종특별자치시 조치원읍 도원로 16 자이아파트 123동 104호,36.59107147,127.2889209
230,FLY HIGH PARAGLIDING SCHOOL,스포츠/헬스,044-862-8674,금남면,[30083] 세종특별자치시 금남면 대평시장2길 20-1 102호,36.46719749,127.2826093
231,GEM어학원,학원/교육,044-864-1672,,[30064] 세종특별자치시 도움1로 106 3층 303호,36.50281819,127.2481227
232,GF정형외과의원,병원/약국,044-868-7506,종촌동,[30064] 세종특별자치시 달빛로 43 3층 gf정형외과의원,36.50272198,127.2500213
233,GIJ교육,도서/문화/공연,,한솔동,[30121] 세종특별자치시 가름로 232 A동 5층 A505-19호,36.49562274,127.2649127
234,GLI 어학원,학원/교육,044-866-7909,아름동,[30100] 세종특별자치시 달빛1로 111 301호(봄나래어린이집),36.50936425,127.2457709
235,GnB어학원(도담캠퍼스),학원/교육,044-862-6691,도담동,[30098] 세종특별자치시 보듬4로 9 도램마을 11단지 카림애비뉴 4층 410호,36.51311651,127.2607061
236,Go민수학학원,학원/교육,044-868-3909,새롬동,[30126] 세종특별자치시 새롬중앙로 47 세움빌딩 201호 Go민수학학원,36.48500876,127.2507832
237,Gs25 세종 소담점,슈퍼/마트,044-865-2850,소담동,[30151] 세종특별자치시 한누리대로 2012 코끼리타워 113,36.48530618,127.2998531
238,Gs25 세종행복,슈퍼/마트,,아름동,[30100] 세종특별자치시 보듬3로 104-11 1층 109호,36.51231257,127.248846
239,GS25 전의중앙점,슈퍼/마트,,전의면,[30004] 세종특별자치시 전의면 운주산로 1171 GS25 전의중앙점,36.67935877,127.2068939
240,GS25 조치원센터점,슈퍼/마트,,조치원읍,[30027] 세종특별자치시 조치원읍 장안길 81 ,36.59695468,127.3008483
241,GS25 해밀힐스점,슈퍼/마트,,해밀동,[30092] 세종특별자치시 해밀3로 90 상가동 105호,36.53025096,127.2684049
242,gs25(뉴세종모닝점),슈퍼/마트,,어진동,[30121] 세종특별자치시 가름로 170-14 103호,36.49696217,127.2585265
243,GS25고대세종점,슈퍼/마트,02-2006-2118,조치원읍,[00000] 세종특별자치시 세종로 2511,,
244,Gs25뉴소담수자인점,슈퍼/마트,044-258-2563,소담동,[30150] 세종특별자치시 남세종로 358 상가 109호,36.48149825,127.3005792
245,gs25 다장제일점,슈퍼/마트,044-867-1886,다정동,[30124] 세종특별자치시 다정북로 110 1층상가 102호,36.49576918,127.2436031
246,gs25다정한신점,슈퍼/마트,044-865-1882,다정동,[30124] 세종특별자치시 다정북로 109 1층108호,36.49656266,127.2422448
247,Gs25 부강 중앙점,슈퍼/마트,,부강면,[30075] 세종특별자치시 부강면 부촌길 45 Gs25,36.53029691,127.3663947
248,GS25 새롬복지센터점,슈퍼/마트,044-862-2501,나성동,[30127] 세종특별자치시 한누리대로 237 한스웰시티 114호,36.48572266,127.2583209
249,GS25새롬중앙로,슈퍼/마트,044-864-0227,새롬동,[30127] 세종특별자치시 새롬중앙로 20 상가101호,36.48361207,127.2536983
250,gs25세종고대원룸점,슈퍼/마트,044-866-1267,조치원읍,[30019] 세종특별자치시 조치원읍 모과나무길 26 gs편의점,36.60791384,127.2857038
251,GS25세종뉴푸른점,슈퍼/마트,044-862-7046,어진동,[30120] 세종특별자치시 가름로 255-21 112호,36.49544604,127.266957
252,GS25세종도담점,슈퍼/마트,,도담동,[30098] 세종특별자치시 보람로 95 상가2동 101호,36.51633822,127.2614124
253,GS25세종메가시티점,슈퍼/마트,,종촌동,[30064] 세종특별자치시 도움1로 106 104호,36.50281819,127.2481227
254,GS25 세종메이저점,슈퍼/마트,044-865-8225,새롬동,[30126] 세종특별자치시 새롬중앙1로 13 상가3동 101호,36.48371435,127.2498805
255,GS25 세종번암점,슈퍼/마트,044-868-8484,조치원읍,[30037] 세종특별자치시 조치원읍 군청로 24,36.58678903,127.2947153
256,GS25세종상록점,슈퍼/마트,044-862-6166,어진동,[30104] 세종특별자치시 갈매로 480,36.50593764,127.2686556
257,GS25세종센터,슈퍼/마트,080-855-5525,종촌동,[30064] 세종특별자치시 달빛로 80 1242동 201호,36.50486802,127.2530817
258,GS25세종아름점,슈퍼/마트,,아름동,"[00000] 세종특별자치시 달빛1로 206, 상가동 108호 (아름동,범지기마을9단지)",,
259,GS25세종어반점,슈퍼/마트,041-862-1637,나성동,[30128] 세종특별자치시 나성로 96 113호gs25세종어반점,36.48787516,127.2610014
260,GS25세종장기,슈퍼/마트,,장군면,[30053] 세종특별자치시 장군면 장척로 400 GS25세종장기,36.49687201,127.2052282
261,GS25세종 첫마을점,슈퍼/마트,044-862-3709,나성동,[30130] 세종특별자치시 한누리대로 201 102호 우빈가온,36.48260612,127.2600469
262,GS25 세종캐슬점,슈퍼/마트,044-868-0599,새롬동,[30126] 세종특별자치시 새롬북로 13 구주소)새롬동2-2생활권M1블럭단지내상가122호 신주소)새롬북로13,36.486501,127.2458805
263,GS25세종파크점,슈퍼/마트,044-866-696,나성동,[30123] 세종특별자치시 한누리대로 321 106호 GS25세종파크점,36.4930068,127.2557849
264,GS25세종프라자점,슈퍼/마트,044-863-2526,보람동,[30150] 세종특별자치시 호려울로 45 금남프라자101호,36.47822765,127.2900182
265,GS25세종프리미엄점,슈퍼/마트,,한솔동,"[30130] 세종특별자치시 누리로 110 102호, 103호",36.47992232,127.2530975
266,gs25 세종해밀점,슈퍼/마트,,해밀동,"[00000] 세종특별자치시 해밀3로  32, 상가동 129호 (해밀동,해밀마을1단지)",,
267,GS25연동로드점,슈퍼/마트,,연동면,"[00000] 세종특별자치시 연동면 청연로 715, 101호 (송용리)",,
268,GS25조치원스타점,슈퍼/마트,,조치원읍,[30021] 세종특별자치시 조치원읍 충현로 159 GS25조치원스타점,36.60292649,127.2941775
269,GS25조치원신안점,슈퍼/마트,044-866-0310,조치원읍,[30016] 세종특별자치시 조치원읍 섭골길 85 도화상가1층,36.61755667,127.2856933
270,GS25조치원이편한점,슈퍼/마트,,조치원읍,"[30016] 세종특별자치시 조치원읍 봉신길 149 1층2,3,4호",36.61584668,127.286078
271,GS25조치원홍대점,슈퍼/마트,044-866-9097,조치원읍,[30016] 세종특별자치시 조치원읍 섭골길 100 1층 GS조치원 홍대점,36.61881001,127.2858047
272,GS25 편의점 에코,슈퍼/마트,044-867-5854,보람동,[30150] 세종특별자치시 보람동로 14 호려울마을8단지 상가동301호,36.47757049,127.2962399
273,Gs25 홍대신안점,슈퍼/마트,044-863-9770,조치원읍,[30016] 세종특별자치시 조치원읍 섭골길 74 GS25홍대신안점 1층,36.61692507,127.2870742
274,GTM 수학전문학원,학원/교육,044-865-1002,보람동,[30150] 세종특별자치시 남세종로 462 501호 보람동 위너스타워,36.47685971,127.2888254
275,GT공부방,학원/교육,,다정동,[30124] 세종특별자치시 다정남로 22 121동 201호,36.49136648,127.2428534
276,G-솔로몬학원,학원/교육,044-866-9065,어진동,[30104] 세종특별자치시 다솜로 290 상가동 103,36.5055855,127.2729792
277,H&T인테리어필름,부동산/인테리어,070-7585-7355,조치원읍,[30038] 세종특별자치시 조치원읍 군청로 23 상가동 9호,36.58669231,127.2935986
278,Hair by 김영애,미용/뷰티/위생,044-866-2793,고운동,[30101] 세종특별자치시 마음안로 190 상가2층204호,36.51574448,127.2371903
279,Hair 이든,미용/뷰티/위생,,보람동,[30150] 세종특별자치시 보람1길 14 호려울마을2단지내상가 101호 헤어이든,36.47529187,127.2843426
280,H수학,학원/교육,,반곡동,[30146] 세종특별자치시 한누리대로 1820 614-1,36.49813309,127.3127085
281,H스타일헤어살롱,미용/뷰티/위생,044-863-1130,대평동,[30153] 세종특별자치시 한누리대로 2257 201호,36.47261313,127.2779956
282,IBT영어,학원/교육,,종촌동,"[00000] 세종특별자치시 달빛로 80, 1204동 1203호 (종촌동,가재마을아파트)",,
283,ICE세종캠퍼스리딩수학학원,학원/교육,044-715-5651,고운동,[30062] 세종특별자치시 마음로 272-14 3층304호,36.51905991,127.235617
284,Iga마트,슈퍼/마트,044-860-6694,전의면,[30003] 세종특별자치시 전의면 산단길 234 아이지에이마트,36.69900618,127.2180404
285,iga세종청사점,슈퍼/마트,044-863-0013,어진동,[30107] 세종특별자치시 도움8로 81,36.50441745,127.2706011
286,J(제이),의류/잡화/안경,044-866-3040,조치원읍,[30027] 세종특별자치시 조치원읍 새내10길 29 1층,36.60064387,127.299865
287,JB음악학원,학원/교육,044-862-7425,아름동,[30100] 세종특별자치시 보듬3로 104-19 1동 4층 403호 세석빌딩,36.51224686,127.2498626
288,JD카오디오 세종점,자동차/자전거,,조치원읍,[30019] 세종특별자치시 조치원읍 원마루길 10 뉴욕빌1층,36.60944002,127.292285
289,JHcompany,일반음식점,044-865-6816,나성동,[30127] 세종특별자치시 한누리대로 237 210호,36.48572266,127.2583209
290,JJ공부방,학원/교육,,조치원읍,[30034] 세종특별자치시 조치원읍 산막길 17 102동207호,36.59333961,127.2945105
291,JK세종학원,학원/교육,044-905-6575,어진동,[30103] 세종특별자치시 절재로 194 B동 213호,36.50830575,127.2624486
292,JM기타피아노학원,학원/교육,,대평동,"[30152] 세종특별자치시 시청대로 20 7층, 703호(대평동, 아마존타워)",36.4744715,127.2753225
293,JNJ 영수에대한다른생각학원,학원/교육,044-998-7898,다정동,[30124] 세종특별자치시 다정중앙로 57 603호,36.49562886,127.2485046
294,JWHAIR,미용/뷰티/위생,044-863-7601,보람동,[30150] 세종특별자치시 한누리대로 2165 752동 1층 C-125,36.47730528,127.2864667
